age,default,balance,housing,loan,day,duration,campaign,pdays,previous,pdays_jamais_contacte,job_blue-collar,job_entrepreneur,job_housemaid,job_management,job_retired,job_self-employed,job_services,job_student,job_technician,job_unemployed,job_unknown,marital_married,marital_single,education_secondary,education_tertiary,education_unknown,contact_telephone,contact_unknown,month_aug,month_dec,month_feb,month_jan,month_jul,month_jun,month_mar,month_may,month_nov,month_oct,month_sep,poutcome_other,poutcome_success,poutcome_unknown
0.4120505707612204,0,-0.3214314205362064,0,1,1.8172084332154719,-0.34398785831992645,0.1784814437506599,-0.48328300374893696,-0.3559306219703812,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
0.4120505707612204,0,0.35953845654287636,0,0,-1.5048198848362133,-0.3179716026048753,-0.5400310951355631,0.38139194888438377,3.075684466245069,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
-1.3563095517524133,0,-0.451508094983198,0,1,-0.5556689368214462,-0.4856319172129828,-0.5400310951355631,0.35379593975778845,0.07302126405655006,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
0.15942769611641563,0,0.6069194187986537,1,0,0.6307697481970128,1.1707363633119419,0.1784814437506599,-0.48328300374893696,-0.3559306219703812,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
-0.345818053173194,0,-0.4252910908310911,0,0,0.8680574852007046,-0.2832832616514737,-0.1807748256924516,-0.48328300374893696,-0.3559306219703812,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
-0.4300256780547956,0,-0.3745376597161151,1,1,-1.1488882793306756,3.546887718619949,-0.1807748256924516,-0.48328300374893696,-0.3559306219703812,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
-0.26161042829159237,0,0.5655772199434083,1,0,-0.4370250683196003,-0.6301666711854893,-0.1807748256924516,-0.48328300374893696,-0.3559306219703812,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
0.5804658205244236,0,-0.4743639447568296,0,0,1.4612768277099342,-0.7891549005552465,0.1784814437506599,-0.48328300374893696,-0.3559306219703812,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
-0.8510638024628036,0,-0.2935338391948619,1,0,-0.1997373313159085,2.1853703361989374,-0.5400310951355631,2.5982713487208766,0.07302126405655006,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1.1036866771076084,0,-0.3466400783747706,1,0,-0.3183811998177544,-0.1965624092679698,-0.5400310951355631,2.2855165786194624,0.07302126405655006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
-0.5984409278179988,0,-0.46293601987001376,1,0,-1.1488882793306756,-0.16187406831456824,0.1784814437506599,-0.48328300374893696,-0.3559306219703812,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
0.6646734454060252,0,-0.35974858045082403,0,0,0.393482011193321,2.668116414467109,1.9747627909662173,-0.48328300374893696,-0.3559306219703812,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
-1.18789430198921,0,1.254277752092984,1,0,1.4612768277099342,-0.7978269857935969,-0.5400310951355631,-0.48328300374893696,-0.3559306219703812,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
-0.008987553646787574,0,-0.48814467770857806,0,0,0.8680574852007046,1.8298148414265714,-0.5400310951355631,-0.48328300374893696,-0.3559306219703812,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
-0.26161042829159237,0,0.4005445399602742,1,0,0.393482011193321,-0.5983690253115379,-0.1807748256924516,-0.48328300374893696,-0.3559306219703812,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2.7698640674460653,0,1.3635152693934292,0,0,-0.4370250683196003,0.057818757723641645,-0.1807748256924516,0.9793054799606162,0.9309250361104127,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0.9172963200508301,0,-0.452180325858893,0,0,-1.1488882793306756,-0.4133645402267296,-0.1807748256924516,-0.48328300374893696,-0.3559306219703812,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
